tijdstip;locatie;component;waarde;LKI
2017-04-04 13:00:00+02:00;Amsterdam-Stadhouderskade;NO2;52,9;5
2017-04-04 13:00:00+02:00;Amsterdam-Stadhouderskade;PM25;15,1;3
2017-04-04 13:00:00+02:00;Amsterdam-Stadhouderskade;PM10;20,6;3
2017-04-04 13:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,9;2
2017-04-04 13:00:00+02:00;Amsterdam-Stadhouderskade;C6H6;1,78;1
2017-04-04 13:00:00+02:00;Amsterdam-Stadhouderskade;NO;40,1;3
2017-04-04 14:00:00+02:00;Amsterdam-Stadhouderskade;C8H10;2,66;2
2017-04-04 14:00:00+02:00;Amsterdam-Stadhouderskade;C7H8;5,26;4
2017-04-04 14:00:00+02:00;Amsterdam-Stadhouderskade;NO2;57,9;5
2017-04-04 14:00:00+02:00;Amsterdam-Stadhouderskade;PM25;18,0;3
2017-04-04 14:00:00+02:00;Amsterdam-Stadhouderskade;PM10;21,2;3
2017-04-04 14:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,67;2
2017-04-04 14:00:00+02:00;Amsterdam-Stadhouderskade;C6H6;1,75;1
2017-04-04 14:00:00+02:00;Amsterdam-Stadhouderskade;NO;28,9;3
2017-04-04 15:00:00+02:00;Amsterdam-Stadhouderskade;C8H10;1,48;1
2017-04-04 15:00:00+02:00;Amsterdam-Stadhouderskade;C7H8;3,02;2
2017-04-04 15:00:00+02:00;Amsterdam-Stadhouderskade;PM25;20,4;4
2017-04-04 15:00:00+02:00;Amsterdam-Stadhouderskade;FN;2,3;2
2017-04-04 15:00:00+02:00;Amsterdam-Stadhouderskade;C6H6;1,37;1
2017-04-04 15:00:00+02:00;Amsterdam-Stadhouderskade;NO;39,4;3
2017-04-04 15:00:00+02:00;Amsterdam-Stadhouderskade;PM10;25,9;3
2017-04-04 15:00:00+02:00;Amsterdam-Stadhouderskade;NO2;63,6;6
2017-04-04 16:00:00+02:00;Amsterdam-Stadhouderskade;C8H10;1,85;1
2017-04-04 16:00:00+02:00;Amsterdam-Stadhouderskade;C7H8;3,57;2
2017-04-04 16:00:00+02:00;Amsterdam-Stadhouderskade;NO2;54,7;5
2017-04-04 16:00:00+02:00;Amsterdam-Stadhouderskade;PM25;21,0;4
2017-04-04 16:00:00+02:00;Amsterdam-Stadhouderskade;PM10;26,4;3
2017-04-04 16:00:00+02:00;Amsterdam-Stadhouderskade;FN;2,31;2
2017-04-04 16:00:00+02:00;Amsterdam-Stadhouderskade;C6H6;1,53;1
2017-04-04 16:00:00+02:00;Amsterdam-Stadhouderskade;NO;35,2;3
2017-04-04 17:00:00+02:00;Amsterdam-Stadhouderskade;C6H6;1,94;1
2017-04-04 17:00:00+02:00;Amsterdam-Stadhouderskade;C8H10;2,81;2
2017-04-04 17:00:00+02:00;Amsterdam-Stadhouderskade;C7H8;5,16;4
2017-04-04 17:00:00+02:00;Amsterdam-Stadhouderskade;NO2;51,8;5
2017-04-04 17:00:00+02:00;Amsterdam-Stadhouderskade;PM25;10,9;2
2017-04-04 17:00:00+02:00;Amsterdam-Stadhouderskade;PM10;20,5;3
2017-04-04 17:00:00+02:00;Amsterdam-Stadhouderskade;FN;1,81;2
2017-04-04 17:00:00+02:00;Amsterdam-Stadhouderskade;NO;24,9;2
